ADDRESS,LOCATION_NAME,STREET_NAME,RACKS,SPACES,PLACEMENT,MO_INSTALLED,YR_INSTALLED,COORDINATES
306 BRODERICK ST,Nopalito,BRODERICK,1,2,SW,8,2012,"BRODERICK
(37.77344000, -122.43875600)"
308 BRODERICK ST,"Falletti Foods-Store Products-San Francisco, CA",BRODERICK,1,2,SW,8,2012,"BRODERICK
(37.77344000, -122.43875600)"
310 BRODERICK ST,Peet's Coffee,BRODERICK,1,2,SW,8,2012,"BRODERICK
(37.77344000, -122.43875600)"
3111 24TH ST,Local Mission Eatery,24TH ST,1,2,SW,7,2012,"24TH ST
(37.75225100, -122.41444700)"
3149 MISSION ST,Baby Blues BBQ,MISSION,2,4,SW,7,2012,"MISSION
(37.74687300, -122.41878400)"
317 WEST PORTAL AVE,US Post Office,WEST PORTAL,1,2,SW,8,2012,"WEST PORTAL
(37.73758800, -122.46904100)"
320 FELL ST,Fatted Calf Charcuterie,FELL,2,4,SW,4,2012,"FELL
(37.77616000, -122.42319500)"
323 POTRERO AVE,SF Guitarworks,POTRERO,1,2,SW,4,2012,"POTRERO
(37.76538500, -122.40716400)"
3295 20TH ST,Kadist Art Foundation,20TH ST,1,2,SW,10,2012,"20TH ST
(37.75874500, -122.41436800)"
3382 26TH ST,Jamestown Community Center,26TH ST,3,6,SW,7,2012,"26TH ST
(37.74924300, -122.41768600)"
3401 CALIFORNIA ST,Beautifull,CALIFORNIA,1,2,SW,5,2012,"CALIFORNIA
(37.78641300, -122.45022200)"
3431 19TH ST,Hog & Rocks,19TH ST,2,4,SW,5,2012,"19TH ST
(37.76003300, -122.41984400)"
360 WEST PORTAL AVE,shopping complex,WEST PORTAL,1,2,SW,8,2012,"WEST PORTAL
(37.73740300, -122.47019100)"
3600 SACRAMENTO ST,Bathsense,SACRAMENTO,1,2,SW,5,2012,"SACRAMENTO
(37.78776064, -122.45217402)"
3601 CALIFORNIA ST,Walgreens,CALIFORNIA,1,2,SW,5,2012,"CALIFORNIA
(37.78614100, -122.45353800)"
373 WEST PORTAL AVE,Healthy Pets,WEST PORTAL,1,2,SW,8,2012,"WEST PORTAL
(37.73688500, -122.46988900)"
3821 24TH ST,Noe Valley Wine Merchants,24TH ST,1,2,SW,8,2012,"24TH ST
(37.75141900, -122.42794100)"
3839 MISSION ST,Giovanni's Pizza,MISSION,1,2,SW,7,2012,"MISSION
(37.73552200, -122.42436700)"
395 VALENCIA ST,Nooworks,VALENCIA,1,2,SW,5,2012,"VALENCIA
(37.76681106, -122.42175253)"
401 CORTLAND AVE,Red Hill Books,CORTLAND,1,2,SW,10,2012,"CORTLAND
(37.73936500, -122.41761800)"
42 WALLER ST,Chinese American International School,WALLER,1,2,SW,9,2012,"WALLER
(37.77222800, -122.42423000)"
424 OCTAVIA ST,Biergarten/Patricia's Green,OCTAVIA,4,8,SW,4,2012,"OCTAVIA
(37.77603900, -122.42417600)"
4245 LAWTON ST,Sunset Co-op Nursery School,LAWTON,4,8,SW,7,2012,"LAWTON
(37.75638400, -122.50850300)"
428 11TH ST,Soma Streat Food Park,11TH ST,4,8,SW,6,2012,"11TH ST
(37.76977700, -122.41189700)"
4300 JUDAH ST,Beachside Cafe,JUDAH,2,4,SW,8,2012,"JUDAH
(37.76056900, -122.50825800)"
440 PAGE ST,Page Street Community Garden,PAGE,1,2,SW,2,2012,"PAGE
(37.77362331, -122.42810150)"
4444 GEARY BLVD,Gaetani Bldg,GEARY,2,4,SW,3,2012,"GEARY
(37.78119800, -122.46719200)"
4541 IRVING ST,3 Fish Studios,IRVING,2,4,SW,8,2012,"IRVING
(37.76200800, -122.50675000)"
4542 IRVING ST,Cajun Pacific Restaurant,IRVING,1,2,SW,8,2012,"IRVING
(37.76239130, -122.50692014)"
461 02ND ST #127 C,David Baker + Partners Architects,02ND ST,2,4,SW,7,2012,"02ND ST
(37.78369900, -122.39358100)"
493 SANCHEZ ST,Unionmade,SANCHEZ,1,2,SW,7,2012,"SANCHEZ
(37.76133600, -122.43028500)"
50 CLEMENT ST,Eats,CLEMENT,2,4,SW,3,2012,"CLEMENT
(37.78330100, -122.45988300)"
500 CORBETT AVE,Rooftop ES,CORBETT,3,6,SW,6,2012,"CORBETT
(37.75739600, -122.44450000)"
505 SANSOME ST,Starbucks,SANSOME,1,2,SW,10,2012,"SANSOME
(37.79507100, -122.40182300)"
508 14TH ST,Care Practice Medical Office,14TH ST,1,2,SW,6,2012,"14TH ST
(37.76819000, -122.42488000)"
5200 GEARY BLVD,Ross,GEARY,1,2,SW,3,2012,"GEARY
(37.78083600, -122.47563200)"
525 GOLDEN GATE AVE,SFPUC,GOLDEN GATE,1,2,SW,UK,2012,"GOLDEN GATE
(37.78092900, -122.41917400)"
538 IRVING ST,Surreal You Hair Design,IRVING,1,2,SW,7,2012,"IRVING
(37.76430400, -122.46389800)"
540 CLEMENT ST,540 Club,CLEMENT,1,2,SW,3,2012,"CLEMENT
(37.78317911, -122.46511054)"
548 04TH ST,Natural Path Media,04TH ST,2,4,SW,8,2012,"04TH ST
(37.77877300, -122.39771100)"
554 CLAYTON ST,Upper Haight Post Office,CLAYTON,1,2,SW,3,2012,"CLAYTON
(37.77004700, -122.44833400)"
555 CHESTNUT ST,Telegraph Hill Neighborhood Center,CHESTNUT,3,6,SW,5,2012,"CHESTNUT
(37.80344400, -122.41254000)"
560 CENTRAL AVE,Bistro Central Parc,CENTRAL,3,6,SW,2,2012,"CENTRAL
(37.77500200, -122.44428000)"
5626 GEARY BLVD,Gables Sationary,GEARY,1,2,SW,4,2012,"GEARY
(37.78062100, -122.47995100)"
57 HARTFORD ST,Hartford Street Zen Center,HARTFORD,1,2,SW,4,2012,"HARTFORD
(37.76159000, -122.43363800)"
580 04TH ST,Chrome Industries,04TH ST,2,4,SW,8,2012,"04TH ST
(37.77845500, -122.39707900)"
600 ARGUELLO BLVD,Rossi Pool,ARGUELLO,4,8,SW,5,2012,"ARGUELLO
(37.77878400, -122.45743600)"
600 THE EMBARCADERO,Delancy Street Restaurant,EMBARCADERO,2,4,SW,4,2012,"EMBARCADERO
(37.78348600, -122.38889300)"
620 FOLSOM ST,Rackspace / SF Wine Exchange / Meez / ICFI,FOLSOM,1,2,SW,7,2012,"FOLSOM
(37.78527100, -122.39758200)"
625 HOLLY PARK CIR,Junipero Serra Elementary School,HOLLY PARK,3,6,SW,9,2012,"HOLLY PARK
(37.73691009, -122.42148873)"
631 KEARNY ST,R&G Lounge,KEARNY,1,2,SW,8,2012,"KEARNY
(37.79412300, -122.40492900)"
631 OFARRELL ST,Dong Baek,O'FARRELL,1,2,SW,11,2012,"O'FARRELL
(37.78523999, -122.41512040)"
644 LAGUNA ST,The Empty Space,LAGUNA,1,2,SW,5,2012,"LAGUNA
(37.77723800, -122.42616200)"
650 ALABAMA ST,Bike Kitchen / Adventurous Sports,ALABAMA,4,8,SW,8,2012,"ALABAMA
(37.76091600, -122.41233400)"
650 FLORIDA ST,In-Symmetry,FLORIDA,2,4,SW,8,2012,"FLORIDA
(37.76103400, -122.41150600)"
653 CLAY ST,Thai Thai Gourmet Thai Food,CLAY,1,2,SW,10,2012,"CLAY
(37.79432600, -122.40396700)"
66 TOWNSEND ST,OM Power SF,TOWNSEND,1,2,SW,10,2012,"TOWNSEND
(37.78138800, -122.39035300)"
675 CALIFORNIA ST,Eight Inc,CALIFORNIA,3,6,SW,4,2012,"CALIFORNIA
(37.79228000, -122.40569400)"
675 VALENCIA ST,Live Fit Gym,VALENCIA,3,6,SW,7,2012,"VALENCIA
(37.76203700, -122.42133400)"
680 WASHINGTON ST,City College of SF Chinatown / North Beach Campus,WASHINGTON,3,6,SW,UK,2012,"WASHINGTON
(37.79537400, -122.40475300)"
685 04TH ST,The Creamery,04TH ST,1,2,SW,7,2012,"04TH ST
(37.77771931, -122.39525127)"
737 CORTLAND AVE,Tacos Los Altos,CORTLAND,1,2,SW,11,2012,"CORTLAND
(37.73905900, -122.41491200)"
744 ALABAMA ST,Art Explosion,ALABAMA,1,2,SW,4,2012,"ALABAMA
(37.75983900, -122.41210100)"
754 POST ST,farm:table,POST,2,4,RD,9,2012,"POST
(37.78782600, -122.41433000)"
755 SOUTH VAN NESS AVE,DPH Clinic,S VAN NESS,2,4,SW,5,2012,"S VAN NESS
(37.76105100, -122.41673400)"
78 GOUGH ST,Department Seventeen,GOUGH,1,2,SW,9,2012,"GOUGH
(37.77343500, -122.42206600)"
780 BRANNAN ST,ATS Auto Body,GILBERT ST,1,2,SW,4,2012,"GILBERT ST
(37.77352500, -122.40284300)"
800 MASONIC AVE,Amiti's Deli Cafe,MASONIC,2,4,SW,3,2012,"MASONIC
(37.77384700, -122.44583300)"
935 GEARY ST,The President,GEARY,1,2,SW,11,2012,"GEARY
(37.78577300, -122.41863900)"
960 04TH ST,Mission Bay Public Library,04TH ST,6,12,SW,4,2012,"04TH ST
(37.77470400, -122.39408300)"
999 OAK ST,Oak Fair Market,OAK,1,2,SW,8,2012,"OAK
(37.77322954, -122.43546325)"
1020 MARKET ST,Show Dogs Sausages,MARKET,3,6,LOT,UK,2013,"MARKET
(37.78204400, -122.41098900)"
1108 MARKET ST,FoodLab / Renoir Hotel / Rio Grande Cafe / Trailhead,MARKET,1,2,SW,5,2013,"MARKET
(37.78090100, -122.41247000)"
1170 MARKET ST,The Art Institute of California,MARKET,1,2,SW,10,2013,"MARKET
(37.77949700, -122.41430100)"
1195 OAK ST,Oakside Cafe,OAK,1,2,SW,1,2013,"OAK
(37.77273700, -122.43888700)"
1198 GUERRERO ST,24 Guerrero Cleaners,24TH ST,1,2,SW,5,2013,"24TH ST
(37.75210100, -122.42320400)"
1199 VALENCIA ST,Beretta,VALENCIA,4,8,RD,12,2013,"VALENCIA
(37.75384800, -122.42055300)"
1200 IRVING ST,Andronico's Market,IRVING,1,2,SW,1,2013,"IRVING
(37.76434900, -122.47116800)"
1225 FOLSOM ST,Driftwood,FOLSOM,1,2,SW,1,2013,"FOLSOM
(37.77447300, -122.41029700)"
1225 FOLSOM ST,Driftwood,FOLSOM,7,14,RD,12,2013,"FOLSOM
(37.77447300, -122.41029700)"
1285 SUTTER ST,multiple,SUTTER,2,4,SW,8,2013,"SUTTER
(37.78735300, -122.42118900)"
1285 SUTTER ST,multiple,VAN NESS,2,4,SW,8,2013,"VAN NESS
(37.78735300, -122.42118900)"
130 SUTTER ST,multiple,SUTTER,1,2,SW,11,2013,"SUTTER
(37.79023700, -122.40304000)"
1352 IRVING ST,Everybody Bikes,IRVING,1,2,SW,1,2013,"IRVING
(37.76398700, -122.47260600)"
1355 MARKET ST,multiple (Twitter),MARKET,2,4,SW,11,2013,"MARKET
(37.77673600, -122.41639500)"
1432 VALENCIA ST,Pi Bar,VALENCIA,1,2,SW,4,2013,"VALENCIA
(37.74990800, -122.42074800)"
1432 VALENCIA ST,Pi Bar,Valencia,5,10,RD,6,2013,"Valencia
(37.74990800, -122.42074800)"
1555 MARIPOSA ST,Live Oak School,MARIPOSA,2,4,SW,3,2013,"MARIPOSA
(37.76345400, -122.39945800)"
1658 MARKET ST,Zuni Cafe,MARKET,3,6,SW,11,2013,"MARKET
(37.77359976, -122.42160815)"
170 OFARRELL ST,Macy's,O'FARRELL,1,2,SW,9,2013,"O'FARRELL
(37.78679591, -122.40736346)"
180 TOWNSEND ST,Say Media ,TOWNSEND ,1,2,SW,9,2013,"TOWNSEND
(37.77936919, -122.39260615)"
1900 FOLSOM ST,Truck,FOLSOM,7,14,RD,1,2013,"FOLSOM
(37.76679500, -122.41578300)"
1901 SAN JOSE AVE,Roxie Food Center,SAN JOSE,1,2,SW,8,2013,"SAN JOSE
(37.72668172, -122.44121727)"
1935 HAYES ST,Bend Yoga Studio,HAYES,1,2,SW,9,2013,"HAYES
(37.77336400, -122.44835200)"
2001 POST ST,Hamilton Recreation Center,POST,2,4,SW,1,2013,"POST
(37.78437828, -122.43632248)"
2099 FOLSOM ST,Rite Spot Cafe,Folsom,2,4,SW,6,2013,"Folsom
(37.76386600, -122.41491500)"
2140 MISSION ST,"Sycamore, The",MISSION,5,10,RD,12,2013,"MISSION
(37.76278500, -122.41973400)"
2299 15TH ST,Healthy Spirits,15TH ST,1,2,SW,4,2013,"15TH ST
(37.76552712, -122.43526612)"
2301 FOLSOM ST,"Homestead, The",FOLSOM,5,10,RD,9,2013,"FOLSOM
(37.76039600, -122.41451600)"
2390 MISSION ST,Bikram Yoga,MISSION,1,2,SW,4,2013,"MISSION
(37.75877000, -122.41936900)"
2420 SUTTER ST,UCSF Mount Zion,SUTTER,1,2,SW,9,2013,"SUTTER
(37.78544300, -122.44059000)"
2700 16TH ST,Dear Mom,HARRISON,9,18,RD,1,2013,"HARRISON
(37.76569900, -122.41352100)"
300 PAGE ST,San Francisco Zen Center,PAGE,6,12,RD,6,2013,"PAGE
(37.77388400, -122.42605500)"
301 PINE ST,Equinox,PINE,3,6,SW,1,2013,"PINE
(37.79183400, -122.40128000)"
3049 20TH ST,Atlas Cafe,ALABAMA,5,10,RD,1,2013,"ALABAMA
(37.75886200, -122.41140600)"
3150 18TH ST,ActivSpace / Treat Street Bicycle Works,TREAT AVE,5,10,RD,12,2013,"TREAT AVE
(37.76269900, -122.41425600)"
3153 17TH ST,ODC Theater,17TH ST,2,4,SW,5,2013,"17TH ST
(37.76338900, -122.41644700)"
3200 CALIFORNIA ST,Jewish Communtiy Center,CALIFORNIA,4,8,SW,UK,2013,"CALIFORNIA
(37.78748600, -122.44738500)"
333 VALENCIA ST,The Fog Building,VALENCIA,1,2,SW,9,2013,"VALENCIA
(37.76768496, -122.42169002)"
351 SHOTWELL ST,ODC Dance Commons,SHOTWELL,2,4,SW,6,2013,"SHOTWELL
(37.76281100, -122.41584300)"
398 12TH ST,The Eagle,12TH ST,1,2,SW,9,2013,"12TH ST
(37.76998200, -122.41342000)"
4288 24TH ST,Firefly restaurant,24TH ST,1,2,SW,3,2013,"24TH ST
(37.75126400, -122.43825700)"
4298 24TH ST,Philz Coffee,24TH ST,1,2,SW,9,2013,"24TH ST
(37.75126400, -122.43825700)"
4304 18TH ST,US Post Office,18TH ST,1,2,SW,9,2013,"18TH ST
(37.76093500, -122.43740500)"
4348 03RD ST,Universal Martial Arts Academy,03RD ST,1,2,SW,11,2013,"03RD ST
(37.73825175, -122.38970207)"
448 GROVE ST,Oxenrose Salon,GROVE,1,2,SW,4,2013,"GROVE
(37.77788500, -122.42411900)"
45 MONTGOMERY ST,24 Hour Fitness,MONTGOMERY,2,4,SW,4,2013,"MONTGOMERY
(37.78976000, -122.40252400)"
450 RHODE ISLAND ST,Whole Foods,Rhode Island,12,24,RD,3,2013,"Rhode Island
(37.76411300, -122.40298700)"
50 UNITED NATIONS PLZ,UN Plaza,HYDE,3,6,SW,UK,2013,"HYDE
(37.78053500, -122.41321200)"
50 UNITED NATIONS PLZ,UN Plaza,MCALLISTER,10,20,SW,UK,2013,"MCALLISTER
(37.78053500, -122.41321200)"
520 CLEMENT ST,Green Apple Books,CLEMENT,1,2,SW,11,2013,"CLEMENT
(37.78318900, -122.46488500)"
639 FREDERICK ST,ArcoSports,FREDERICK,1,2,SW,1,2013,"FREDERICK
(37.76576900, -122.45543400)"
654 MISSION ST,SPUR,MISSION,3,6,SW,1,2013,"MISSION
(37.78718300, -122.40123500)"
685 MARKET ST,La Boulange Cafe & Bakery,MARKET,2,4,SW,1,2013,"MARKET
(37.78764600, -122.40275900)"
700 IRVING ST,Pasquale's Pizzeria,IRVING,1,2,SW,8,2013,"IRVING
(37.76425200, -122.46554000)"
780 STANYAN ST,Yoga Tree,Stanyan,5,10,RD,4,2013,"Stanyan
(37.76778300, -122.45288200)"
799 MARKET ST,Ross,MARKET,5,10,SW,11,2013,"MARKET
(37.78564700, -122.40526500)"
801 TREAT AVE,Las Americas CDC (PreK & SA),TREAT,1,2,SW,4,2013,"TREAT
(37.75682684, -122.41275068)"
806 SOUTH VAN NESS AVE,Bender's Bar and Grill,S VAN NESS,1,2,SW,4,2013,"S VAN NESS
(37.76019900, -122.41727900)"
835 MARKET ST,Westfield,MISSION,2,4,SW,1,2013,"MISSION
(37.78439700, -122.40640400)"
835 MARKET ST,San Francisco State Downtown Campus,MARKET,1,2,SW,11,2013,"MARKET
(37.78439675, -122.40640396)"
845 MARKET ST,Juicy Couture / Timberland,MARKET ,5,10,SW,11,2013,"MARKET
(37.78410039, -122.40614459)"
845 MARKET ST,Tourneau,MARKET,2,4,SW,12,2013,"MARKET
(37.78410039, -122.40614459)"
85 CARL ST,Urban Mercantile / Vierra & Friends,CARL,3,6,RD,8,2013,"CARL
(37.76559900, -122.44951500)"
851 HOWARD ST,Pacific Energy Center,HOWARD,1,2,SW,1,2013,"HOWARD
(37.78212400, -122.40349500)"
865 MARKET ST,Abercrombie & Fitch,MARKET,2,4,SW,12,2013,"MARKET
(37.78394700, -122.40715800)"
865 MARKET ST,adidas,MARKET,2,4,SW,12,2013,"MARKET
(37.78394700, -122.40715800)"
865 MARKET ST,Westfield Centre / Harry David,MARKET,2,4,SW,12,2013,"MARKET
(37.78394700, -122.40715800)"
901 MARKET ST,Marshall's / Sports Basement / Stantec / multiple,MARKET,2,4,SW,10,2013,"MARKET
(37.78347000, -122.40804100)"
None,Golden Gate Park Panhandle Children's Playground,None,6,12,LOT,1,2013,"None
(37.77220000, -122.44794000)"
None,Pier 52 Boat Launch,TERRY A FRANCOIS,2,4,SW,8,2013,"TERRY A FRANCOIS
(37.77098000, -122.38626000)"
None,Polo Field,NULL,4,8,LOT,12,2013,"NULL
(37.76827000, -122.49246000)"
1 HALLIDIE PLZ,NextSpace,MARKET,3,6,SW,9,2013,"MARKET
(37.78413125, -122.40877124)"
1 HAWTHORNE ST,One Hawthorne,HAWTHORNE,1,2,SW,1,2013,"HAWTHORNE
(37.78576900, -122.39887600)"
1 MARKET ST,Blush School of Makeup,MARKET,2,4,SW,11,2013,"MARKET
(37.79387152, -122.39486524)"
1 POLK ST,"Beer Hall, The",POLK,2,4,SW,11,2013,"POLK
(37.77668200, -122.41817400)"
1000 HOWARD ST,Mi Tierra Supermarket,HOWARD,2,4,SW,7,2013,"HOWARD
(37.77970400, -122.40759700)"
1001 GUERRERO ST,Beast and the Hare,Guerrero,1,2,SW,5,2013,"Guerrero
(37.75494100, -122.42293000)"
1001 SOUTH VAN NESS AVE,Limon Rotisserie,S VAN NESS,1,2,SW,4,2013,"S VAN NESS
(37.75704000, -122.41642400)"
1019 CLEMENT ST,Standard Plumbing Ace Hardware,Clement,2,4,SW,5,2013,"Clement
(37.78246500, -122.47028800)"
1042 CLEMENT ST,Healthy Spirits,CLEMENT,2,4,SW,5,2013,"CLEMENT
(37.78285000, -122.47053200)"
1060 YORK ST,Bryant (PreK & SA) CDC,YORK,1,2,SW,4,2013,"YORK
(37.75504700, -122.40842900)"
1077 POST ST,Grass Roots,POST,1,2,SW,7,2013,"POST
(37.78663000, -122.41941300)"
1111 OFARRELL ST,Urban Life Center,O'FARRELL,1,2,SW,7,2013,"O'FARRELL
(37.78424924, -122.42328652)"
1124 POLK ST,Let it Bleed Tattoo,Polk,1,2,SW,4,2013,"Polk
(37.78711100, -122.41971900)"
1166 HOWARD ST,Ralph Gracie Jiu Jitsu,HOWARD,2,4,SW,1,2013,"HOWARD
(37.77680800, -122.41147400)"
1201 GENEVA AVE,Tienda Santa Marta,NAPLES,1,2,SW,4,2013,"NAPLES
(37.71433700, -122.43582800)"
124 02ND ST,Patelco Credit Union,02ND ST,2,4,SW,1,2013,"02ND ST
(37.78751400, -122.39956600)"
1243 SUTTER ST,Natural Mattress Store,SUTTER,1,2,SW,11,2013,"SUTTER
(37.78740643, -122.42076935)"
1270 SANCHEZ ST,Bethany United Methodist Church,SANCHEZ,2,4,SW,4,2013,"SANCHEZ
(37.74889900, -122.42967700)"
1299 CHURCH ST,Green Twig Salon,CHURCH,1,2,SW,3,2013,"CHURCH
(37.75023900, -122.42712700)"
130 WEST PORTAL AVE,Citibank,WEST PORTAL,1,2,SW,3,2013,"WEST PORTAL
(37.73948700, -122.46775200)"
1339 MISSION ST,City Aikado,Mission,1,2,SW,4,2013,"Mission
(37.77560300, -122.41502800)"
1351 25TH AVE,Jefferson Annex CDC,25TH AVE,1,2,SW,1,2013,"25TH AVE
(37.76229986, -122.48381527)"
1355 VALENCIA ST,Murphy Investments Property Management,VALENCIA,1,2,SW,4,2013,"VALENCIA
(37.75129200, -122.42023500)"
1371 FULTON ST,San Francisco Pet Hospital,FULTON,1,2,SW,9,2013,"FULTON
(37.77643300, -122.43924700)"
142 02ND ST,SF Soup Company,02ND ST,1,2,SW,1,2013,"02ND ST
(37.78729700, -122.39936700)"
1421 PINE ST,Redding (SA) CDC,PINE,1,2,SW,1,2013,"PINE
(37.78952100, -122.41925400)"
1435 IRVING ST,Cafe Hollow,IRVING,1,2,SW,4,2013,"IRVING
(37.76347782, -122.47346346)"
1451 JACKSON ST,Spring Valley (SA) CDC,JACKSON,1,2,SW,1,2013,"JACKSON
(37.79400600, -122.41881900)"
1456 YORK ST,Nani's Day Care,YORK,1,2,SW,9,2013,"YORK
(37.74890300, -122.40809000)"
150 MISSISSIPPI ST,Front Cafe,MISSISSIPPI,2,4,SW,7,2013,"MISSISSIPPI
(37.76441200, -122.39518200)"
1500 17TH ST,Fenix International,17th St,2,4,SW,5,2013,"17th St
(37.76535600, -122.39904800)"
151 VALENCIA ST,San Francisco Computer Repair,VALENCIA,1,2,SW,1,2013,"VALENCIA
(37.77115203, -122.42205937)"
1520 LYON ST,The Little School,Lyon,2,4,SW,5,2013,"Lyon
(37.78513600, -122.44471700)"
1520 OAKDALE AVE,Burnett CDC (as known as Leona Havard),OAKDALE,1,2,SW,4,2013,"OAKDALE
(37.73438400, -122.38912700)"
1520 STOCKTON ST,North East Medical Services,STOCKTON,1,2,SW,10,2013,"STOCKTON
(37.79994100, -122.40872500)"
1527 STOCKTON ST,ROMA Design,STOCKTON,3,6,SW,1,2013,"STOCKTON
(37.80006600, -122.40941600)"
1539 FILLMORE ST,Hats on Fillmore,FILLMORE,1,2,SW,9,2013,"FILLMORE
(37.78391755, -122.43311958)"
1541 TARAVAL ST,King of Thai Noodle,TARAVAL,1,2,SW,8,2013,"TARAVAL
(37.74248900, -122.48281300)"
155 APPLETON AVE,Juinipero Serra Annex CC,APPLETON,1,2,SW,3,2013,"APPLETON
(37.73877700, -122.42152800)"
1582 FOLSOM ST,"Willows, The",12TH ST,1,2,SW,9,2013,"12TH ST
(37.77114100, -122.41511200)"
1670 NOE ST,Kate Kennedy (SA) CDC,NOE,1,2,SW,4,2013,"NOE
(37.74220688, -122.43133526)"
170 VALENCIA ST,Baha'i Faith,VALENCIA,1,2,SW,10,2013,"VALENCIA
(37.77043100, -122.42284800)"
1732 POLK ST,Le Petit Marchet,POLK,1,2,SW,1,2013,"POLK
(37.79290200, -122.42079600)"
1775 44TH AVE,Noriega CDC (PreK & SA) / Francis Scott Key (SA) Satellite CDC,44TH AVE,1,2,SW,1,2013,"44TH AVE
(37.75383400, -122.50365400)"
1798 CHURCH ST,Church Produce,CHURCH,1,2,SW,9,2013,"CHURCH
(37.74220700, -122.42681000)"
18 VIRGINIA AVE,Emmy's Spaghetti Shack,VIRGINIA,2,4,SW,4,2013,"VIRGINIA
(37.74291873, -122.42128020)"
180 FAIR OAKS ST,Adda Clevenger Jr Prep School,FAIR OAKS,3,6,SW,3,2013,"FAIR OAKS
(37.75370100, -122.42451900)"
185 CLARA ST,startupHQ,CLARA,5,10,RD,1,2013,"CLARA
(37.77961300, -122.40168200)"
1909 MISSION ST,4505 Meats,MISSION,1,2,SW,6,2013,"MISSION
(37.76647300, -122.41952700)"
1920 HAYES ST,Freewheel Hayes,HAYES,1,2,SW,5,2013,"HAYES
(37.77387600, -122.44815400)"
1981 UNION ST,lululemon athletica,Union,1,2,SW,7,2013,"Union
(37.79732200, -122.43181000)"
199 VALENCIA ST,Zeitgeist,Duboce,8,16,SW,6,2013,"Duboce
(37.77002800, -122.42209800)"
2 SANCHEZ ST,Duboce Park Cafe,SANCHEZ,3,6,SW,1,2013,"SANCHEZ
(37.76916100, -122.43162300)"
2001 POLK ST,Cheese Plus,Polk,2,4,SW,5,2013,"Polk
(37.79523000, -122.42183200)"
201 11TH ST,Discount Fabrics,11th St,1,2,SW,4,2013,"11th St
(37.77313300, -122.41506900)"
2022 JUDAH ST,Eldon D. Young DDS,JUDAH,1,2,SW,7,2013,"JUDAH
(37.76164400, -122.48389200)"
2055 SUNNYDALE AVE,John McLaren CDC (PreK & SA),SUNNYDALE,1,2,SW,4,2013,"SUNNYDALE
(37.71240400, -122.42117300)"
2066 HAYES ST,New Traditions Elementary School,HAYES,2,4,SW,1,2013,"HAYES
(37.77388542, -122.45026690)"
2078 UNION ST,Contrada Bikes,UNION,1,2,SW,7,2013,"UNION
(37.79757400, -122.43351900)"
2095 HARRISON ST,Project Commotion,HARRISON,2,4,SW,7,2013,"HARRISON
(37.76481000, -122.41270600)"
21 CLARENCE PL,residential complex,CLARENCE,2,4,SW,10,2013,"CLARENCE
(37.77973400, -122.39251100)"
2125 HARRISON ST,Like Twice,HARRISON,2,4,SW,7,2013,"HARRISON
(37.76326092, -122.41255890)"
214 VALENCIA ST,"Andrew Lesko, DC",Valencia,1,2,SW,5,2013,"Valencia
(37.76954800, -122.42263300)"
2170 BRYANT ST,Blowfish Sushi,BRYANT ST,1,2,SW,11,2013,"BRYANT ST
(37.75944171, -122.41017901)"
2183 SUTTER ST,Brondell,SUTTER,1,2,SW,1,2013,"SUTTER
(37.78543493, -122.43614196)"
2211 MISSION ST,Gracias Madre,MISSION,4,8,RD,8,2013,"MISSION
(37.76154900, -122.41897600)"
2215 POWELL ST,Accelerate Sports,POWELL,2,4,SW,1,2013,"POWELL
(37.80520600, -122.41204700)"
2277 MISSION ST,FFDG Art Gallery,MISSION,1,2,SW,4,2013,"MISSION
(37.76073900, -122.41911300)"
2324 SACRAMENTO ST,California Pacific Medical Center,SACRAMENTO,2,4,SW,11,2013,"SACRAMENTO
(37.79061478, -122.43143399)"
2330 MISSION ST,Mission Thrift,MISSION,2,4,SW,9,2013,"MISSION
(37.75972892, -122.41946047)"
235 KANSAS ST,16th and Kansas Streets Building LLC,Kansas,2,4,SW,6,2013,"Kansas
(37.76642500, -122.40334200)"
2390 BUSH ST,St. Dominic's Catholic Church,STEINER,2,4,SW,6,2013,"STEINER
(37.78738500, -122.43578000)"
244 CALIFORNIA ST FLOOR 4,Michael Mina Restaurant ,CALIFORNIA,2,4,SW,11,2013,"CALIFORNIA
(37.79352003, -122.39960404)"
2450 SUTTER ST,Russian Center of San Francsico,SUTTER,1,2,SW,9,2013,"SUTTER
(37.78540200, -122.44091600)"
2498 SUTTER ST,Stewart's Market,SUTTER,1,2,SW,9,2013,"SUTTER
(37.78525850, -122.44141715)"
2499 FOLSOM ST,Joe & Pat's Bakery & Coffee,FOLSOM,2,4,SW,4,2013,"FOLSOM
(37.75745100, -122.41424500)"
250 BUSH ST,Blood Centers of the Pacific,BUSH,2,4,SW,1,2013,"BUSH
(37.79131571, -122.40199384)"
251 FREMONT ST,Groove Salon,HOWARD,1,2,SW,3,2013,"HOWARD
(37.78896900, -122.39479300)"
2565 SAN BRUNO AVE,Portola Family Connection,San Bruno,1,2,SW,8,2013,"San Bruno
(37.72947600, -122.40405700)"
260 MADRID ST,Excelsior @ Monroe (SA),MADRID,1,2,SW,3,2013,"MADRID
(37.72539900, -122.43048700)"
2600 MCALLISTER ST,Twilight Cafe,MCALLISTER,1,2,SW,7,2013,"MCALLISTER
(37.77589100, -122.45505400)"
2645 OCEAN AVE,San Francisco Federal Union,OCEAN,1,2,SW,9,2013,"OCEAN
(37.73165400, -122.47418800)"
